filename,filesize,e_magic,e_lfanew,Machine,NumberOfSections,TimeDateStamp,Characteristics,AddressOfEntryPoint,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MajorSubsystemVersion,Subsystem,SizeOfImage,SizeOfHeaders,CheckSum,NumberOfRvaAndSizes,sections_mean_entropy,sections_min_entropy,sections_max_entropy,sections_mean_size,imports,imported_functions,label
aca01073676a7e2003ac7af9b27b9aa54c076ea94cf4c9627828b12955261aeb.exe,150528,23117,128,332,6,1662686821,258,103535,4194304,4096,512,5,5,2,163840,1024,0,16,5.881435979268787,2.933736131095884,7.98661357375412,24917.333333333332,3,24,1
805ac3311d027bb11cef2ebaefe2d71bb8e6f30337109bc550959ae18a7a1de5.exe,10485760,23117,128,332,9,1657794549,258,6938712,12779520,4096,512,5,5,2,10485760,1024,3716775,16,5.234147255190066,0.0,7.949526250497536,411989.3333333333,0,0,1
ec089cdd699fafbeb3cfd7dc68ac16f556c3456c7f7a57984030ae8975d8267f.exe,150528,23117,128,332,6,1662686821,258,103535,4194304,4096,512,5,5,2,163840,1024,151547,16,5.943413338995945,2.933736131095884,7.987133717971534,24917.333333333332,3,24,1
3e239b8776d380eb691c859a376977409546903eba4ecd02dba754bbf7d6db61.exe,153600,23117,128,332,6,1663111857,258,103535,4194304,4096,512,5,5,2,167936,1024,205872,16,5.966226365916385,3.0389614741824005,7.9873989051509415,25429.333333333332,3,25,1
8d5961cc31eaeda929fedc07b9505ec9e3a6b474afb6b70cfaa1f88a3d3962f4.exe,150016,23117,128,332,6,1663111857,258,103535,4194304,4096,512,5,5,2,163840,1024,170438,16,5.95980121481242,3.0389614741824005,7.986379707874228,24832.0,3,25,1
a736269f5f3a9f2e11dd776e352e1801bc28bb699e47876784b8ef761e0062db.exe,480768,23117,128,332,4,1663111878,259,15780,4194304,4096,512,5,5,2,487424,1024,496039,16,5.538286769168139,4.001629512626461,6.903023909258431,119936.0,6,40,1
b4e6458202485c44a34b185d00d707477890456cecc4869338d93e0badce485a.exe,149504,23117,128,332,6,1663111857,258,103535,4194304,4096,512,5,5,2,163840,1024,176866,16,5.964781749074622,3.0389614741824005,7.98767415537447,24746.666666666668,3,25,1
8da603ff582acbb7a38fc20f1848bf3d06bc82286b2f371c138aaadfcbb6af57.exe,157184,23117,128,332,6,1663111857,258,103535,4194304,4096,512,5,5,2,172032,1024,192817,16,5.984902826143256,3.0389614741824005,7.98804312492942,26026.666666666668,3,25,1
1d30c8ea61630a44351f29b209813275b5077a637a571d888e97398f8c24787d.exe,988776,23117,64,332,3,0,271,0,1738604544,128,128,7862,5,2,987904,512,1026927,16,3.827089233339344,0.0,7.255662811578312,329130.6666666667,2,94,1
086072e97dedb1ebff0dac070acfbd1410fdacee2e62ff2b8a0bcd286c31c529.exe,164249,23117,128,332,6,1654941055,258,111727,4194304,4096,512,5,5,2,180224,1024,194325,16,5.835023875128794,2.7807255627049092,7.986583329314344,26538.666666666668,3,20,1
2e8aaa6338cbf95d8d268559fb8afac64e1c0dfc9ded4bb2de63a9db634e354d.exe,163328,23117,128,332,6,1657794549,258,103535,4194304,4096,512,5,5,2,176128,1024,203620,16,5.953486577221972,2.968762169127684,7.987653848098223,27050.666666666668,3,23,1
ddbc4908272a1d0f339b58627a6795a7daff257470741474cc9203b9a9a56cd6.exe,58880,23117,232,332,5,1714390365,258,6083,4194304,4096,512,5,5,2,73728,1024,81914,16,3.78545110509492,0.35275948821577235,5.9712603250079095,11571.2,4,51,1
27a3cc834c1cd00ad5378c373d76957998bb54bbcfe67bbf3ae5c7be5a5a66dd.exe,150528,23117,128,332,6,1662686821,258,103535,4194304,4096,512,5,5,2,163840,1024,200566,16,5.948583846201764,2.933736131095884,7.988280104489199,24917.333333333332,3,24,1
8a56e5f619b2abde688af72a1e714b096fab5e93cf89693fbb68adb0fc5a6321.exe,152064,23117,128,332,6,1663111857,258,103535,4194304,4096,512,5,5,2,167936,1024,188790,16,5.98811832175009,3.0389614741824005,7.987552569910449,25173.333333333332,3,25,1
da07675216728cb7d30452040da92a37bc235b01433afef3c58471d5d73295fa.exe,164352,23117,128,332,6,1654941055,258,111727,4194304,4096,512,5,5,2,184320,1024,228312,16,5.866686524839582,2.7807255627049092,7.98730292215179,27221.333333333332,3,20,1
spaceutil.exe,229376,23117,240,34404,7,628911181,34,142768,5368709120,4096,4096,10,6,3,241664,4096,248111,16,2.871563024740276,0.016408464515625623,6.240648853263491,32182.85714285714,26,127,0
ChsIME.exe,933888,23117,240,34404,6,2661585358,34,202576,5368709120,4096,4096,10,10,2,937984,4096,958816,16,3.656054310043878,1.0656186362700075,6.3408420892008115,154965.33333333334,13,186,0
Setup.exe,333216,23117,240,34404,6,1057481314,3106,183664,5368709120,4096,4096,10,6,2,323584,4096,369554,16,3.5613364330058883,0.18987468195895485,6.230385939772874,53248.0,9,341,0
UNPUXLauncher.exe,439712,23117,256,34404,6,3772798209,34,244336,5368709120,4096,4096,10,10,2,434176,4096,464257,16,3.7112205571589336,1.8708337004262172,6.357910034535075,70997.33333333333,25,252,0
RelPost.exe,253952,23117,248,34404,6,396013962,34,6176,5368709120,4096,4096,10,10,3,258048,4096,268194,16,4.070714387100049,1.7724766772429894,6.849374468630851,41642.666666666664,11,180,0
IMJPDCT.EXE,630784,23117,240,34404,7,3083800274,34,295216,5368709120,4096,4096,10,10,2,704512,4096,649339,16,4.121369973016483,0.05860069684716293,6.2527673445137815,89526.85714285714,54,382,0
rdpclip.exe,577536,23117,232,34404,7,3073383056,34,8784,5368709120,4096,4096,10,10,2,598016,4096,632901,16,3.734370289482306,0.34706243111494295,6.395028812986141,81920.0,47,332,0
ie4uinit.exe,282624,23117,224,34404,7,3706244500,34,6416,5368709120,4096,4096,10,10,2,286720,4096,303342,16,3.4962592905371612,0.0474323950472891,6.337464594993417,39789.71428571428,20,392,0
PerceptionSimulationService.exe,241664,23117,256,34404,6,4163509830,34,112080,5368709120,4096,4096,10,10,3,245760,4096,301812,16,3.609238171603334,1.410508177904154,6.292939138151796,39594.666666666664,39,195,0
regsvr32.exe,106496,23117,232,34404,7,449295822,34,5456,5368709120,4096,4096,10,10,2,110592,4096,164418,16,2.589972358456291,0.03656669453387007,6.262071243699455,14628.57142857143,25,115,0
ReAgentc.exe,106496,23117,224,34404,7,320526288,34,5584,5368709120,4096,4096,10,6,3,114688,4096,139981,16,2.542131805315421,0.024787666486084957,6.213203055482551,14628.57142857143,8,147,0
PkgMgr.exe,270336,23117,248,34404,6,2444332344,3106,5600,5368709120,4096,4096,10,6,2,270336,4096,294269,16,3.2916725877883066,0.434100698553605,6.143398289635845,44373.333333333336,36,153,0
IMEWDBLD.EXE,434176,23117,248,34404,7,2751941188,34,180880,5368709120,4096,4096,10,10,2,438272,4096,459883,16,3.994980360271739,0.05927327680374581,6.244532552440198,61440.0,37,269,0
rdpinput.exe,212992,23117,232,34404,6,3635554250,34,4880,5368709120,4096,4096,10,10,2,212992,4096,222830,16,3.6078755767336794,0.11073189131015716,6.314019044209785,34816.0,20,157,0
NgcIso.exe,790744,23117,256,34404,8,377675515,34,16144,5368709120,4096,4096,10,10,2,778240,4096,816869,16,3.5702906538596704,0.2490432427950694,6.212668268218474,96256.0,25,171,0
vmwp.exe,3017816,23117,240,34404,7,2840977638,34,30304,5368709120,4096,4096,10,10,2,3026944,4096,3061547,16,4.13396336206265,0.15079492189188365,6.358094230756278,425398.85714285716,66,608,0
IESettingSync.exe,491520,23117,240,34404,7,982394931,34,10368,5368709120,4096,4096,10,10,2,503808,4096,541373,16,3.861446425390627,0.5849736130473201,6.292737887300584,69632.0,42,306,0
wscript.exe,200704,23117,256,34404,6,1451807131,34,32688,5368709120,4096,4096,10,10,2,200704,4096,201253,16,3.5401435088507553,0.41968686411814754,6.327343726633744,32768.0,7,223,0
wslg.exe,126976,23117,232,34404,6,2487437273,34,7440,5368709120,4096,4096,10,10,2,126976,4096,156256,16,3.15612940667191,0.7397279202110606,6.158474549352484,20480.0,28,131,0
mstsc.exe,1388544,23117,248,34404,7,3966324308,34,9344,5368709120,4096,4096,10,10,2,1396736,4096,1392767,16,3.9650478357315153,0.7733789028892891,6.501703472265847,197778.2857142857,49,378,0
msinfo32.exe,393216,23117,240,34404,6,3210787528,34,23808,5368709120,4096,4096,10,10,2,421888,4096,427648,16,4.570358910644225,2.416276444332257,7.1531036392003156,64853.333333333336,17,396,0
SIHClient.exe,510928,23117,280,34404,7,4121544295,34,292432,5368709120,4096,512,10,10,2,520192,1024,523302,16,4.428397399107264,2.574354638126395,6.368266684963689,70802.28571428571,45,212,0
Robocopy.exe,180224,23117,248,34404,6,4223871744,34,6480,5368709120,4096,4096,10,10,3,184320,4096,195764,16,3.1273175290642308,0.48800694539080924,6.250493273514091,29354.666666666668,6,233,0
cleanmgr.exe,299008,23117,248,34404,7,9398617,34,10448,5368709120,4096,4096,10,10,2,299008,4096,353185,16,3.0205279959308897,0.024787666486084957,5.917604119043936,42130.28571428572,36,178,0
FaceFodUninstaller.exe,196608,23117,232,34404,5,2790805832,34,118720,5368709120,4096,4096,10,10,2,204800,4096,247361,16,3.7084648153274364,1.5374580601859758,6.254757092932553,38502.4,19,189,0
EDPCleanup.exe,167936,23117,248,34404,7,3661114217,34,9920,5368709120,4096,4096,10,10,2,167936,4096,227765,16,2.602068817929547,0.3441659986808906,6.158055764817603,23405.714285714286,25,191,0
UpdateNotificationMgr.exe,374200,23117,256,34404,6,1228885864,34,234272,5368709120,4096,4096,10,10,2,368640,4096,438009,16,3.4798194590362783,1.639651055644101,6.3102269930225505,60074.666666666664,22,229,0
fsutil.exe,267696,23117,240,34404,7,457454090,34,5216,5368709120,4096,4096,10,10,3,258048,4096,328697,16,3.1367411961983107,0.1121769449737248,6.140847980516868,36278.857142857145,42,220,0
imjpuexc.exe,438272,23117,232,34404,7,1061489932,34,280864,5368709120,4096,4096,10,10,3,499712,4096,450468,16,3.6559652621352656,0.14890062555308758,6.354018390753617,62025.142857142855,55,299,0
IMTCLNWZ.EXE,135168,23117,248,34404,6,1748031246,34,66800,5368709120,4096,4096,10,10,2,139264,4096,168335,16,3.643417624248606,1.1805421499945148,6.072358927177421,21845.333333333332,23,185,0
LockAppHost.exe,104768,23117,256,34404,7,3984219950,34,13712,5368709120,4096,4096,10,10,2,98304,4096,124889,16,2.4809365835598665,0.0,5.972388651289792,12873.142857142857,27,122,0
wextract.exe,167936,23117,232,34404,6,2913756140,34,4928,5368709120,4096,4096,10,6,2,172032,4096,180631,16,3.383364112284552,0.14412461609396876,7.133267417844963,27306.666666666668,8,160,0
credwiz.exe,106496,23117,248,34404,6,2711659028,34,7776,5368709120,4096,4096,10,10,2,110592,4096,132711,16,2.971510824778808,0.11603657988657393,5.945164966323091,17066.666666666668,20,163,0
icsunattend.exe,46928,23117,248,34404,6,3409704494,34,4992,5368709120,4096,4096,10,10,3,36864,4096,50352,16,1.9668646810095458,0.04873065242961223,5.78373682177744,5461.333333333333,13,45,0
elevated_tracing_service.exe,3965496,23117,120,34404,11,1748930006,34,1710544,5368709120,4096,512,10,10,2,4067328,1024,3986265,16,3.477697105575558,0.0,6.5067201087759665,359470.54545454547,16,399,0
WMPDMC.exe,1593344,23117,256,34404,7,1010501875,34,9296,5368709120,4096,4096,10,10,2,1609728,4096,1625068,16,4.443393953527711,0.16087486124698958,7.013060862157626,227035.42857142858,24,601,0
ImeBroker.exe,634880,23117,240,34404,7,1291098429,34,293328,5368709120,4096,4096,10,10,2,696320,4096,667887,16,3.775781549442023,0.2005540436720005,6.460635434000924,90112.0,58,315,0
IMESEARCH.EXE,241664,23117,232,34404,7,1937390982,34,114144,5368709120,4096,4096,10,10,2,245760,4096,257784,16,3.2096341330034823,0.05664757184716293,6.198287825652748,33938.28571428572,26,216,0
wbengine.exe,1560576,23117,248,34404,6,1317807834,34,29568,5368709120,4096,4096,10,10,2,1568768,4096,1582429,16,4.728562247038626,3.351451065460215,6.479077786330299,259413.33333333334,18,415,0
OpenWith.exe,158480,23117,248,34404,8,3780956308,34,5792,5368709120,4096,4096,10,10,2,151552,4096,193224,16,2.8089691710014257,0.0,6.0864103137909895,17920.0,20,133,0
RecoveryDrive.exe,307200,23117,232,34404,7,2289215513,3106,7456,5368709120,4096,4096,10,10,2,315392,4096,315709,16,3.651265587244905,0.013126943721219527,6.265770131082942,43300.57142857143,34,214,0
ie4ushowIE.exe,122880,23117,232,34404,7,4177089848,34,6032,5368709120,4096,4096,10,6,2,122880,4096,182355,16,2.3006568661841698,0.17781652339236395,6.055209285199946,16969.14285714286,11,224,0
mmc.exe,1921024,23117,248,34404,7,1439264393,34,324000,5368709120,4096,4096,10,10,2,1929216,4096,1929001,16,4.986441836621142,1.6844688251082314,6.4498539488862985,273846.85714285716,37,1008,0
hvax64.exe,1791360,23117,240,34404,12,2209531007,34,3120880,18446735277616529408,4096,4096,10,10,3,4202496,4096,1837061,16,2.7324420501196904,0.0,6.4687197132192455,148138.66666666666,1,1,0
IMJPUEX.EXE,155648,23117,240,34404,7,2288072621,34,56688,5368709120,4096,4096,10,10,2,155648,4096,165804,16,3.2282642166140034,0.025275947736084957,6.119724132685167,21650.285714285714,25,136,0
nvspinfo.exe,439712,23117,240,34404,6,3198878098,34,21568,5368709120,4096,4096,10,10,3,442368,4096,504670,16,3.665991591656578,1.119649278501583,6.344719041279196,70997.33333333333,34,195,0
GamePanel.exe,1339392,23117,232,34404,8,395925670,34,749808,5368709120,4096,4096,10,10,2,1355776,4096,1381412,16,4.048041875671547,0.0,6.485171703589766,166912.0,49,376,0
RdpSaProxy.exe,77824,23117,232,34404,7,811215618,34,5536,5368709120,4096,4096,10,10,2,77824,4096,82368,16,2.4613517925411896,0.025275947736084957,6.210891934539953,10532.57142857143,20,124,0
wsl.exe,200704,23117,248,34404,6,1006353613,34,7744,5368709120,4096,4096,10,10,3,204800,4096,236467,16,4.465476920836404,1.3788896781127982,6.051181360419792,32768.0,43,176,0
msedgewebview2.exe,3568208,23117,120,34404,12,1748930006,34,1217840,5368709120,4096,512,10,10,2,3657728,1024,3594797,16,3.583039389802399,0.0,6.566336434244616,296405.3333333333,3,252,0
windeploy.exe,241664,23117,248,34404,7,3385021636,34,6784,5368709120,4096,4096,10,10,2,241664,4096,268064,16,2.7675753292570056,0.4254271589348203,6.1705368224877315,33938.28571428572,39,193,0
nltest.exe,577536,23117,248,34404,6,1103348518,34,43104,5368709120,4096,4096,10,6,3,618496,4096,637733,16,3.8716695320413277,1.4721577380175375,5.97167187780628,95573.33333333333,10,166,0
vmcompute.exe,4167072,23117,256,34404,9,1452226522,34,2830096,5368709120,4096,4096,10,10,2,4206592,4096,4231434,16,3.963356217524842,0.32820703488072284,6.376742120561203,461482.6666666667,86,591,0
consent.exe,230840,23117,232,34404,8,4095057764,34,28960,5368709120,4096,4096,10,10,2,221184,4096,251282,16,2.5279207793497505,0.13939641275793588,6.077307547112489,27136.0,45,273,0
upnpcont.exe,69632,23117,232,34404,7,2751878007,34,5152,5368709120,4096,4096,10,10,2,69632,4096,111072,16,2.1280369881762566,0.10921266044001475,5.677209215016445,9362.285714285714,23,96,0
drvinst.exe,380928,23117,240,34404,7,3788802693,34,6000,5368709120,4096,4096,10,10,3,385024,4096,419699,16,3.107515623026245,0.7851380038129336,6.234956099815142,53833.142857142855,37,262,0
vfpctrl.exe,548864,23117,248,34404,6,2790848403,34,253280,5368709120,4096,4096,10,10,3,552960,4096,572320,16,3.704812168177901,1.0732967004197609,6.3408765430009515,90794.66666666667,20,166,0
ChtIME.exe,204800,23117,248,34404,6,1900030237,34,130640,5368709120,4096,4096,10,10,2,204800,4096,236018,16,3.6279683159026423,0.8306955175081315,6.298271675713946,33450.666666666664,11,156,0
securekernel.exe,1131920,23117,256,34404,16,3174661629,34,200680,5368709120,4096,4096,10,10,1,1228800,4096,1172656,16,2.0943358944083372,0.0,6.401342793321314,69888.0,4,40,0
Spectrum.exe,770048,23117,256,34404,7,2611800499,34,518400,5368709120,4096,4096,10,10,3,774144,4096,778167,16,3.847443219148142,0.03134993287012526,6.358500988203782,109421.71428571429,58,277,0
UNPUXHost.exe,152992,23117,256,34404,6,1821064304,34,47936,5368709120,4096,4096,10,10,2,143360,4096,210772,16,2.7883357396839252,0.31342104087077205,6.236812055394156,23210.666666666668,9,125,0
IMEPADSV.EXE,405504,23117,240,34404,7,159603413,34,172608,5368709120,4096,4096,10,10,2,417792,4096,440353,16,3.350264672195842,0.03134993287012526,6.17832746196822,57344.0,40,305,0
MDMAppInstaller.exe,221184,23117,240,34404,7,427533051,34,8064,5368709120,4096,4096,10,10,2,225280,4096,253063,16,2.6566538359463623,0.0474323950472891,6.2458414261820945,31012.571428571428,16,183,0
sppsvc.exe,4769792,23117,240,34404,10,1355722190,34,997264,5368709120,4096,4096,10,10,2,4726784,4096,4772131,16,4.928444052627038,2.958680008949732,7.224726163640176,471449.6,20,286,0
LsaIso.exe,356864,23117,248,34404,7,292361772,34,7824,5368709120,4096,4096,10,10,2,348160,4096,395261,16,3.5215108435115723,0.9048496154156453,6.130022717893601,48566.857142857145,31,288,0
SensorRuntimeBroker.exe,102400,23117,240,34404,7,483110352,34,5728,5368709120,4096,4096,10,10,2,106496,4096,132585,16,2.5933996772214476,0.0,6.057956487984709,14043.42857142857,32,140,0
hvix64.exe,1971608,23117,232,34404,12,852804023,34,2341456,18446735277616529408,4096,4096,10,10,3,4202496,4096,2001872,16,2.758159943152414,0.0,6.4897058588389225,163157.33333333334,1,1,0
provlaunch.exe,81920,23117,248,34404,6,3789282428,34,7168,5368709120,4096,4096,10,10,3,81920,4096,131346,16,2.736270691365171,0.43101521387688735,6.0931107517179735,12970.666666666666,17,92,0
hnsdiag.exe,258048,23117,248,34404,6,1334795148,34,148576,5368709120,4096,4096,10,10,3,262144,4096,303557,16,3.740126886936308,1.4950372240334087,6.307823037691401,42325.333333333336,31,161,0
UserOOBEBroker.exe,106496,23117,240,34404,7,883781290,34,8784,5368709120,4096,4096,10,10,2,110592,4096,150684,16,2.971068176350516,0.0,6.27276748423505,14628.57142857143,15,124,0
systemreset.exe,542744,23117,232,34404,7,4204364391,34,12992,5368709120,4096,4096,10,10,2,536576,4096,546345,16,4.0343773035169574,0.0,6.362498640801964,74898.28571428571,26,288,0
imecfmui.exe,360448,23117,240,34404,7,3483277087,34,168448,5368709120,4096,4096,10,10,2,364544,4096,392130,16,3.430917636021485,0.08540960720609707,6.312947351968302,50907.42857142857,31,260,0
SpaceAgent.exe,208896,23117,232,34404,6,4192667114,34,5648,5368709120,4096,4096,10,10,2,208896,4096,232798,16,3.4909162265619376,0.2916886808034887,6.190843632408683,34133.333333333336,14,211,0
psr.exe,466944,23117,240,34404,6,939253251,34,8848,5368709120,4096,4096,10,10,2,475136,4096,473878,16,4.286890185074114,2.119015208606432,6.31504157465606,77141.33333333333,16,450,0
BdeUISrv.exe,77824,23117,248,34404,6,816256558,34,5680,5368709120,4096,4096,10,10,2,77824,4096,105448,16,2.7426427781479052,0.2692230605956375,5.9896625759699695,12288.0,10,150,0
notepad.exe,360448,23117,240,34404,7,534512906,34,6560,5368709120,4096,4096,10,10,2,368640,4096,418909,16,3.718786266145863,0.2539151416763354,6.968073976738397,50907.42857142857,50,315,0
iexpress.exe,192512,23117,232,34404,6,2295319417,34,4592,5368709120,4096,4096,10,10,2,204800,4096,230109,16,3.6717138926128694,0.6919121316814684,6.919812581444942,31402.666666666668,10,159,0
dusmtask.exe,94208,23117,240,34404,7,1998998469,34,5504,5368709120,4096,4096,10,10,2,94208,4096,109386,16,2.371656720919333,0.013126943721219527,6.249552424847904,12873.142857142857,23,103,0
TSWbPrxy.exe,114688,23117,240,34404,6,1494529036,34,8432,5368709120,4096,4096,10,6,2,114688,4096,157405,16,3.5259094109370217,0.7025101519804041,6.164702490261625,18432.0,18,148,0
curl.exe,711736,23117,264,34404,6,1744061387,34,18768,5368709120,4096,512,6,6,3,720896,1024,721274,16,4.983702809335383,2.9247416115768448,6.41026324381243,116736.0,40,222,0
tcblaunch.exe,886864,23117,11672,34404,6,814973776,8226,92464,4194304,4096,512,0,10,16,995328,12288,937737,16,4.10614720034528,0.445879695830048,6.615192712037586,142848.0,0,0,0
DWWIN.EXE,258048,23117,240,34404,7,1187228384,34,8640,5368709120,4096,4096,10,10,2,262144,4096,321395,16,3.2976082110896527,0.10202504234799031,6.235134725565519,36278.857142857145,21,282,0
BioIso.exe,666744,23117,256,34404,11,3191265231,34,11536,5368709120,4096,4096,10,10,2,655360,4096,715076,16,3.473124991487904,0.0,6.679876930254076,58833.454545454544,30,155,0
wkspbroker.exe,323760,23117,240,34404,7,3455509172,34,6416,5368709120,4096,4096,10,10,2,315392,4096,335227,16,3.2432936729073623,0.0,6.343585643349106,43885.71428571428,25,268,0
MBR2GPT.EXE,360448,23117,232,34404,6,1760264220,3106,226320,5368709120,4096,4096,10,6,3,364544,4096,393310,16,3.5539184448340433,1.096141920492959,6.20718521255024,59392.0,12,231,0
IMJPSET.EXE,200704,23117,248,34404,7,3749734703,34,70976,5368709120,4096,4096,10,10,2,204800,4096,252061,16,3.2291469960292636,0.06991534999476175,6.161906240357342,28086.85714285714,36,281,0
RdpSa.exe,98304,23117,240,34404,7,559903115,34,5504,5368709120,4096,4096,10,10,2,98304,4096,102231,16,2.5583008120252084,0.024603367779502075,6.082346202748375,13458.285714285714,19,139,0
stordiag.exe,180224,23117,248,34404,6,3194741478,34,103472,5368709120,4096,4096,10,10,3,184320,4096,243254,16,3.0164977141064284,0.015920183265625623,6.231877368618962,29354.666666666668,39,173,0
msconfig.exe,278528,23117,248,34404,6,4058719026,34,11408,5368709120,4096,4096,10,10,2,282624,4096,298910,16,4.711194694492135,2.42062029042762,7.063276837075661,45738.666666666664,15,431,0
rasphone.exe,57344,23117,240,34404,6,3443017661,34,4432,5368709120,4096,4096,10,10,2,57344,4096,66329,16,2.2958707035994768,0.07835793606418048,5.474803315125733,8874.666666666666,6,75,0
wlrmdr.exe,158520,23117,232,34404,8,1037496292,34,7936,5368709120,4096,4096,10,10,2,151552,4096,185333,16,2.6663234679997543,0.0,6.131420961675874,17920.0,21,172,0
MsSpellCheckingHost.exe,139264,23117,232,34404,6,145711530,34,6528,5368709120,4096,4096,10,10,2,143360,4096,154770,16,3.5611383227632185,1.5987083004420164,6.246471719652433,22528.0,24,156,0
notification_helper.exe,1687096,23117,120,34404,10,1748930006,34,793888,5368709120,4096,512,10,10,2,1777664,1024,1719338,16,3.204381022081871,0.0,6.5570164474512325,167577.6,5,188,0
msoobe.exe,217088,23117,248,34404,6,574951685,34,10752,5368709120,4096,4096,10,10,2,221184,4096,222461,16,3.4429371907990056,1.1899184064194597,6.2298949199599845,35498.666666666664,38,224,0
nmscrub.exe,406968,23117,240,34404,7,2377927708,34,251536,5368709120,4096,4096,10,10,3,401408,4096,440882,16,3.538495711141496,0.18121037091240966,6.350925594658432,56173.71428571428,38,198,0
nmbind.exe,128440,23117,248,34404,6,1851272945,34,60464,5368709120,4096,4096,10,10,3,122880,4096,169745,16,3.0201385548033595,0.52054590858446,6.123782137356152,19114.666666666668,29,137,0
cscript.exe,188416,23117,256,34404,6,958848651,34,12800,5368709120,4096,4096,10,10,3,188416,4096,238752,16,3.6290038647613048,0.4137121711884227,6.330759664427115,30720.0,7,206,0
IMCCPHR.exe,462848,23117,240,34404,6,4269420868,34,133824,5368709120,4096,4096,10,10,2,466944,4096,496846,16,3.758106631600084,0.5586031806801025,6.162386118245043,76458.66666666667,27,259,0
spaceman.exe,107960,23117,232,34404,7,3919446932,34,5904,5368709120,4096,4096,10,10,2,98304,4096,142586,16,2.461505347427711,0.13911160993641591,6.010558836728151,13458.285714285714,26,112,0
ResetEngine.exe,38272,23117,240,34404,6,135401957,34,6320,5368709120,4096,4096,10,10,2,28672,4096,39161,16,1.9836773430680934,0.20427296810959622,5.918529839048879,4096.0,3,39,0
rasdial.exe,45056,23117,224,34404,6,2214316320,34,4896,5368709120,4096,4096,10,10,3,49152,4096,91136,16,1.9428510102510004,0.04873065242961223,5.092327372278477,6826.666666666667,5,69,0
gpresult.exe,323584,23117,232,34404,6,61209879,34,6576,5368709120,4096,4096,10,10,3,327680,4096,360936,16,3.773191534016069,1.4722541244361853,6.303533194944429,53248.0,32,224,0
IMTCPROP.exe,528384,23117,240,34404,7,189647570,34,104464,5368709120,4096,4096,10,10,2,532480,4096,581096,16,3.023700001393421,0.044271506309863595,6.1996766059441555,74898.28571428571,29,236,0
SysResetErr.exe,71072,23117,248,34404,7,404683441,34,5552,5368709120,4096,4096,10,10,2,69632,4096,126760,16,2.682546311340339,0.0,6.184528264205827,8192.0,11,100,0
DW20.EXE,114032,23117,248,34404,7,1748918987,34,4752,5368709120,4096,512,6,6,2,110592,1024,131090,16,3.5204796754578944,0.0,6.414708834830716,13092.57142857143,1,75,0
pia-winsvcstub.exe,33368,23117,248,34404,6,1711540927,34,5744,5368709120,4096,512,6,6,3,32768,1024,34104,16,3.2294149504183784,0.4646630272644706,5.8603676146135655,1877.3333333333333,10,51,0
setup_wm.exe.mui,55808,23117,184,332,2,0,8450,0,268435456,4096,512,10,6,2,65536,512,95991,16,2.8250097922272963,2.0976267777321023,3.5523928067224904,27648.0,0,0,0
maintenanceservice_installer.exe,189480,23117,216,332,5,1627165264,271,13509,4194304,4096,512,4,4,2,335872,1024,222630,16,4.2912855659743965,0.0,6.495258513279079,12697.6,7,165,0
ieinstal.exe,319488,23117,248,34404,6,3988986528,34,5456,5368709120,4096,4096,10,10,2,319488,4096,358565,16,3.6429159169434353,0.09801397225639179,6.136228077120981,52565.333333333336,12,209,0
FvContainer.System.exe,1160224,23117,288,34404,8,1668161175,34,348768,5368709120,4096,512,6,6,2,1179648,1024,1191501,16,4.3095011457784915,0.3443024675255742,6.411194693436862,143680.0,6,199,0
AdobeCollabSync.exe,42073048,23117,320,34404,7,1752606074,34,9209520,5368709120,4096,512,6,6,2,42737664,1024,42137684,16,5.465119232400931,3.0708746828902567,6.821356843420937,6008758.857142857,39,1156,0
chrome_pwa_launcher.exe,1791568,23117,120,34404,10,1753853759,34,776800,5368709120,4096,512,10,10,2,1875968,1024,1823188,16,3.8886596011859353,0.0,6.558669675472527,178022.4,10,180,0
ADelRCP.exe,431576,23117,304,34404,6,1752604989,34,122400,5368709120,4096,512,6,6,2,438272,1024,440660,16,4.3426291450024275,3.1124618042401098,5.753739729928033,69973.33333333333,17,229,0
model3dtranscoderwin32.exe,96072,23117,248,34404,7,1748919238,34,43552,5368709120,4096,512,6,6,2,94208,1024,148781,16,4.156695419599448,1.5607217530954731,6.220766201432878,10532.57142857143,12,156,0
lyncicon.exe,855320,23117,208,34404,2,1752821222,8226,0,6442450944,4096,512,6,6,3,843776,1024,919419,16,2.2646589830582515,2.0572126392282444,2.4721053268882587,416512.0,0,0,0
esrv_svc.exe,1150576,23117,288,34404,6,1746526939,34,9184,5368709120,4096,512,6,6,3,1847296,1024,1184516,16,5.4124062095194745,4.643880293182372,6.117284598087562,189610.66666666666,32,364,0
VPREVIEW.EXE,515400,23117,296,34404,8,1752819422,34,360432,5368709120,4096,512,6,6,2,520192,1024,568567,16,4.0365957390209735,1.8443185787648102,6.329823869012002,61632.0,11,279,0
unins000.exe,1209553,23117,256,332,8,1528982866,33167,1058264,4194304,4096,512,5,5,2,1236992,1024,0,16,3.400000333594226,0.0,6.474523999588015,148224.0,24,523,0
MSRMSPIBroker.exe,565720,23117,280,34404,8,1752605916,34,346800,5368709120,4096,512,6,6,2,581632,1024,583108,16,4.224536452907704,0.1796311678361741,6.255150925806539,69248.0,15,207,0
